========== Richiesta 1 ==========
 | Numero misure: 342
 | Istante:   92 | Velocità: 0.591784    0.389063    0.70599      | Energia Cinetica: 33.4755 | Massa: 0   
 | Istante:  152 | Velocità: 0.761573    0.446533    0.469697     | Energia Cinetica: 33.444 | Massa: 0   
 | Istante:  153 | Velocità: 0.282654    0.507205    0.814156     | Energia Cinetica: 40.4986 | Massa: 0   
 | Istante:  154 | Velocità: 0.669067    0.513857    0.536935     | Energia Cinetica: 34.8079 | Massa: 0   
 | Istante:  155 | Velocità: 0.451799    0.0958111   0.88696      | Energia Cinetica: 32.5281 | Massa: 0   
 | Istante:  156 | Velocità: 0.725838    0.687174    0.0308308    | Energia Cinetica: 45.5913 | Massa: 0   
 | Istante:  157 | Velocità: 0.671659    0.688351    0.273946     | Energia Cinetica: 33.0591 | Massa: 0   
 | Istante:  158 | Velocità: 0.816169    0.508512    0.274378     | Energia Cinetica: 38.3483 | Massa: 0   
 | Istante:  159 | Velocità: 0.365176    0.495741    0.787964     | Energia Cinetica: 30.926 | Massa: 0   
 | Istante:  160 | Velocità: 0.694337    0.556359    0.456466     | Energia Cinetica: 30.5073 | Massa: 0   
 | Istante:  161 | Velocità: 0.076334    0.295537    0.952277     | Energia Cinetica: 38.6865 | Massa: 0   
 | Istante:  162 | Velocità: 0.0368731   0.838965    0.542935     | Energia Cinetica: 26.7198 | Massa: 0   
 | Istante:  163 | Velocità: 0.343282    0.839284    0.421615     | Energia Cinetica: 36.3862 | Massa: 0   
 | Istante:  164 | Velocità: 0.0278323   0.723123    0.690158     | Energia Cinetica: 30.5752 | Massa: 0   
 | Istante:  165 | Velocità: 0.342021    0.068742    0.937175     | Energia Cinetica: 24.4573 | Massa: 0   
 | Istante:  166 | Velocità: 0.573639    0.539051    0.616736     | Energia Cinetica: 48.4888 | Massa: 0   
 | Istante:  167 | Velocità: 0.432893    0.327061    0.840021     | Energia Cinetica: 34.9138 | Massa: 0   
 | Istante:  168 | Velocità: 0.0817863   0.435222    0.896601     | Energia Cinetica: 32.1604 | Massa: 0   
 | Istante:  169 | Velocità: 0.650953    0.22985     0.723484     | Energia Cinetica: 36.1851 | Massa: 0   
 | Istante:  170 | Velocità: 0.95564     0.113333    0.271861     | Energia Cinetica: 27.784 | Massa: 0   
 | Istante:  171 | Velocità: 0.854364    0.258347    0.450909     | Energia Cinetica: 42.7704 | Massa: 0   
 | Istante:  172 | Velocità: 0.216348    0.701505    0.679032     | Energia Cinetica: 42.2326 | Massa: 0   
 | Istante:  173 | Velocità: 0.677474    0.260904    0.687719     | Energia Cinetica: 36.1476 | Massa: 0   
 | Istante:  174 | Velocità: 0.0321299   0.4949      0.868356     | Energia Cinetica: 31.0809 | Massa: 0   
 | Istante:  175 | Velocità: 0.259013    0.729843    0.632647     | Energia Cinetica: 41.1793 | Massa: 0   
 | Istante:  176 | Velocità: 0.126879    0.990937    0.0441148    | Energia Cinetica: 24.0586 | Massa: 0   
 | Istante:  177 | Velocità: 0.856387    0.370856    0.35926      | Energia Cinetica: 35.6449 | Massa: 0   
 | Istante:  178 | Velocità: 0.613186    0.550752    0.566282     | Energia Cinetica: 36.3141 | Massa: 0   
 | Istante:  179 | Velocità: 0.822178    0.42874     0.374439     | Energia Cinetica: 40.1916 | Massa: 0   
 | Istante:  180 | Velocità: 0.146444    0.965288    0.216272     | Energia Cinetica: 33.3531 | Massa: 0   
 | Istante:  181 | Velocità: 0.895297    0.0953951   0.435135     | Energia Cinetica: 48.6451 | Massa: 0   
 | Istante:  182 | Velocità: 0.969634    0.0922889   0.226479     | Energia Cinetica: 31.2371 | Massa: 0   
 | Istante:  183 | Velocità: 0.563086    0.572762    0.595717     | Energia Cinetica: 38.16  | Massa: 0   
 | Istante:  184 | Velocità: 0.843065    0.499619    0.199055     | Energia Cinetica: 36.8803 | Massa: 0   
 | Istante:  185 | Velocità: 0.680127    0.47335     0.559791     | Energia Cinetica: 32.9735 | Massa: 0   
 | Istante:  186 | Velocità: 0.392055    0.824455    0.408126     | Energia Cinetica: 42.7159 | Massa: 0   
 | Istante:  187 | Velocità: 0.338367    0.366573    0.866679     | Energia Cinetica: 32.6438 | Massa: 0   
 | Istante:  188 | Velocità: 0.309597    0.41421     0.855909     | Energia Cinetica: 33.6893 | Massa: 0   
 | Istante:  189 | Velocità: 0.360036    0.626627    0.691168     | Energia Cinetica: 38.8734 | Massa: 0   
 | Istante:  190 | Velocità: 0.436647    0.87293     0.217558     | Energia Cinetica: 42.5438 | Massa: 0   
 | Istante:  191 | Velocità: 0.676142    0.0493784   0.735115     | Energia Cinetica: 42.4071 | Massa: 0   
 | Istante:  192 | Velocità: 0.64056     0.286753    0.712359     | Energia Cinetica: 33.3758 | Massa: 0   
 | Istante:  193 | Velocità: 0.0192665   0.541632    0.840395     | Energia Cinetica: 39.7035 | Massa: 0   
 | Istante:  194 | Velocità: 0.41142     0.287105    0.865046     | Energia Cinetica: 36.2002 | Massa: 0   
 | Istante:  195 | Velocità: 0.834604    0.416249    0.360795     | Energia Cinetica: 32.794 | Massa: 0   
 | Istante:  196 | Velocità: 0.810694    0.206504    0.547842     | Energia Cinetica: 32.8046 | Massa: 0   
 | Istante:  197 | Velocità: 0.451429    0.627978    0.633921     | Energia Cinetica: 36.4419 | Massa: 0   
 | Istante:  198 | Velocità: 0.45361     0.489251    0.744897     | Energia Cinetica: 40.9584 | Massa: 0   
 | Istante:  199 | Velocità: 0.586991    0.535134    0.607514     | Energia Cinetica: 33.831 | Massa: 0   
 | Istante:  200 | Velocità: 0.245171    0.693237    0.677727     | Energia Cinetica: 37.9503 | Massa: 0   
 | Istante:  201 | Velocità: 0.282745    0.364746    0.887139     | Energia Cinetica: 28.3701 | Massa: 0   
 | Istante:  202 | Velocità: 0.190614    0.877292    0.440482     | Energia Cinetica: 33.3279 | Massa: 0   
 | Istante:  203 | Velocità: 0.344906    0.488308    0.80162      | Energia Cinetica: 41.8486 | Massa: 0   
 | Istante:  204 | Velocità: 0.531657    0.313284    0.786889     | Energia Cinetica: 39.1723 | Massa: 0   
 | Istante:  205 | Velocità: 0.000892996 0.0184101   0.99983      | Energia Cinetica: 42.9606 | Massa: 0   
 | Istante:  206 | Velocità: 0.819401    0.101733    0.564121     | Energia Cinetica: 28.1942 | Massa: 0   
 | Istante:  207 | Velocità: 0.018321    0.651654    0.758295     | Energia Cinetica: 30.1697 | Massa: 0   
 | Istante:  208 | Velocità: 0.20078     0.969981    0.137205     | Energia Cinetica: 43.103 | Massa: 0   
 | Istante:  209 | Velocità: 0.506857    0.725585    0.465426     | Energia Cinetica: 32.8902 | Massa: 0   
 | Istante:  210 | Velocità: 0.633535    0.186117    0.750995     | Energia Cinetica: 43.1846 | Massa: 0   
 | Istante:  211 | Velocità: 0.90398     0.0382039   0.425865     | Energia Cinetica: 28.1722 | Massa: 0   
 | Istante:  212 | Velocità: 0.817558    0.125218    0.562066     | Energia Cinetica: 28.3797 | Massa: 0   
 | Istante:  213 | Velocità: 0.712691    0.0410607   0.700275     | Energia Cinetica: 41.2683 | Massa: 0   
 | Istante:  214 | Velocità: 0.557942    0.508894    0.655537     | Energia Cinetica: 33.8623 | Massa: 0   
 | Istante:  215 | Velocità: 0.797118    0.471644    0.377034     | Energia Cinetica: 40.8309 | Massa: 0   
 | Istante:  216 | Velocità: 0.828888    0.550975    0.0968032    | Energia Cinetica: 43.3328 | Massa: 0   
 | Istante:  217 | Velocità: 0.126452    0.840644    0.526618     | Energia Cinetica: 35.9492 | Massa: 0   
 | Istante:  218 | Velocità: 0.198447    0.629723    0.751044     | Energia Cinetica: 38.6474 | Massa: 0   
 | Istante:  219 | Velocità: 0.528563    0.292725    0.796827     | Energia Cinetica: 37.8043 | Massa: 0   
 | Istante:  220 | Velocità: 0.382971    0.701622    0.600883     | Energia Cinetica: 40.9212 | Massa: 0   
 | Istante:  221 | Velocità: 0.715235    0.628762    0.305118     | Energia Cinetica: 38.7945 | Massa: 0   
 | Istante:  222 | Velocità: 0.249666    0.318968    0.91429      | Energia Cinetica: 38.9576 | Massa: 0   
 | Istante:  223 | Velocità: 0.927785    0.0118143   0.372929     | Energia Cinetica: 36.1016 | Massa: 0   
 | Istante:  224 | Velocità: 0.108295    0.639327    0.76127      | Energia Cinetica: 36.4457 | Massa: 0   
 | Istante:  225 | Velocità: 0.669403    0.59492     0.444938     | Energia Cinetica: 33.3499 | Massa: 0   
 | Istante:  226 | Velocità: 0.660099    0.557985    0.502914     | Energia Cinetica: 38.3046 | Massa: 0   
 | Istante:  227 | Velocità: 0.898998    0.338002    0.27849      | Energia Cinetica: 36.1024 | Massa: 0   
 | Istante:  228 | Velocità: 0.727124    0.167321    0.665803     | Energia Cinetica: 32.9629 | Massa: 0   
 | Istante:  229 | Velocità: 0.39729     0.434893    0.808102     | Energia Cinetica: 35.7305 | Massa: 0   
 | Istante:  230 | Velocità: 0.0647808   0.596275    0.800163     | Energia Cinetica: 32.4841 | Massa: 0   
 | Istante:  231 | Velocità: 0.86415     0.468831    0.182871     | Energia Cinetica: 38.8096 | Massa: 0   
 | Istante:  232 | Velocità: 0.423171    0.758965    0.494872     | Energia Cinetica: 33.6889 | Massa: 0   
 | Istante:  233 | Velocità: 0.66953     0.690108    0.274738     | Energia Cinetica: 30.4893 | Massa: 0   
 | Istante:  234 | Velocità: 0.81101     0.542852    0.218115     | Energia Cinetica: 36.8644 | Massa: 0   
 | Istante:  235 | Velocità: 0.506403    0.642378    0.575245     | Energia Cinetica: 39.0862 | Massa: 0   
 | Istante:  236 | Velocità: 0.448225    0.643002    0.621001     | Energia Cinetica: 39.7039 | Massa: 0   
 | Istante:  237 | Velocità: 0.684529    0.648516    0.332938     | Energia Cinetica: 34.5184 | Massa: 0   
 | Istante:  238 | Velocità: 0.859858    0.502913    0.0878761    | Energia Cinetica: 28.0837 | Massa: 0   
 | Istante:  239 | Velocità: 0.236398    0.138362    0.961755     | Energia Cinetica: 39.9759 | Massa: 0   
 | Istante:  240 | Velocità: 0.362109    0.757629    0.543024     | Energia Cinetica: 38.2561 | Massa: 0   
 | Istante:  241 | Velocità: 0.295668    0.202089    0.93367      | Energia Cinetica: 36.6043 | Massa: 0   
 | Istante:  242 | Velocità: 0.657327    0.720424    0.221158     | Energia Cinetica: 36.4844 | Massa: 0   
 | Istante:  243 | Velocità: 0.720029    0.680469    0.136085     | Energia Cinetica: 35.1147 | Massa: 0   
 | Istante:  244 | Velocità: 0.447619    0.477927    0.755793     | Energia Cinetica: 37.0651 | Massa: 0   
 | Istante:  245 | Velocità: 0.541542    0.540344    0.64402      | Energia Cinetica: 40.0261 | Massa: 0   
 | Istante:  246 | Velocità: 0.737467    0.0193835   0.675105     | Energia Cinetica: 30.8706 | Massa: 0   
 | Istante:  247 | Velocità: 0.215482    0.449082    0.867117     | Energia Cinetica: 45.1632 | Massa: 0   
 | Istante:  248 | Velocità: 0.62102     0.476348    0.622436     | Energia Cinetica: 38.1714 | Massa: 0   
 | Istante:  249 | Velocità: 0.790244    0.102819    0.604104     | Energia Cinetica: 30.6066 | Massa: 0   
 | Istante:  250 | Velocità: 0.621834    0.371881    0.689222     | Energia Cinetica: 41.2688 | Massa: 0   
 | Istante:  251 | Velocità: 0.634222    0.720493    0.280451     | Energia Cinetica: 44.7341 | Massa: 0   
 | Istante:  252 | Velocità: 0.798867    0.443482    0.406369     | Energia Cinetica: 43.4507 | Massa: 0   
 | Istante:  253 | Velocità: 0.952092    0.259041    0.162536     | Energia Cinetica: 40.5902 | Massa: 0   
 | Istante:  254 | Velocità: 0.233676    0.210234    0.949314     | Energia Cinetica: 43.2569 | Massa: 0   
 | Istante:  255 | Velocità: 0.392165    0.0670041   0.917451     | Energia Cinetica: 35.9104 | Massa: 0   
 | Istante:  256 | Velocità: 0.645969    0.470911    0.600805     | Energia Cinetica: 42.9555 | Massa: 0   
 | Istante:  257 | Velocità: 0.548313    0.363892    0.752952     | Energia Cinetica: 34.2611 | Massa: 0   
 | Istante:  258 | Velocità: 0.864122    0.356433    0.355316     | Energia Cinetica: 38.4773 | Massa: 0   
 | Istante:  259 | Velocità: 0.25604     0.774325    0.578675     | Energia Cinetica: 33.7525 | Massa: 0   
 | Istante:  260 | Velocità: 0.893654    0.298942    0.334689     | Energia Cinetica: 38.8445 | Massa: 0   
 | Istante:  261 | Velocità: 0.0331593   0.998978    0.0307156    | Energia Cinetica: 42.8763 | Massa: 0   
 | Istante:  262 | Velocità: 0.254121    0.897529    0.360367     | Energia Cinetica: 32.5516 | Massa: 0   
 | Istante:  263 | Velocità: 0.732751    0.576062    0.362255     | Energia Cinetica: 39.0956 | Massa: 0   
 | Istante:  264 | Velocità: 0.26761     0.705218    0.656546     | Energia Cinetica: 41.886 | Massa: 0   
 | Istante:  265 | Velocità: 0.660044    0.468821    0.586983     | Energia Cinetica: 39.6882 | Massa: 0   
 | Istante:  266 | Velocità: 0.342089    0.732475    0.588606     | Energia Cinetica: 29.7236 | Massa: 0   
 | Istante:  267 | Velocità: 0.521407    0.824011    0.221678     | Energia Cinetica: 35.483 | Massa: 0   
 | Istante:  268 | Velocità: 0.709585    0.669192    0.220617     | Energia Cinetica: 46.9473 | Massa: 0   
 | Istante:  269 | Velocità: 0.00232853  0.810229    0.586108     | Energia Cinetica: 42.7477 | Massa: 0   
 | Istante:  270 | Velocità: 0.881944    0.116389    0.456759     | Energia Cinetica: 35.2096 | Massa: 0   
 | Istante:  271 | Velocità: 0.784884    0.500652    0.365109     | Energia Cinetica: 40.7478 | Massa: 0   
 | Istante:  272 | Velocità: 0.444953    0.683386    0.578792     | Energia Cinetica: 37.851 | Massa: 0   
 | Istante:  273 | Velocità: 0.175758    0.367481    0.913272     | Energia Cinetica: 42.5385 | Massa: 0   
 | Istante:  274 | Velocità: 0.819297    0.566733    0.0869824    | Energia Cinetica: 32.2308 | Massa: 0   
 | Istante:  275 | Velocità: 0.684745    0.41783     0.597112     | Energia Cinetica: 24.6984 | Massa: 0   
 | Istante:  276 | Velocità: 0.768999    0.618411    0.161889     | Energia Cinetica: 35.6088 | Massa: 0   
 | Istante:  277 | Velocità: 0.114989    0.0132162   0.993279     | Energia Cinetica: 37.6839 | Massa: 0   
 | Istante:  278 | Velocità: 0.108886    0.152084    0.982351     | Energia Cinetica: 36.2461 | Massa: 0   
 | Istante:  279 | Velocità: 0.127423    0.584275    0.80149      | Energia Cinetica: 40.5432 | Massa: 0   
 | Istante:  280 | Velocità: 0.170206    0.984533    0.0415216    | Energia Cinetica: 33.7762 | Massa: 0   
 | Istante:  281 | Velocità: 0.79662     0.60385     0.0275835    | Energia Cinetica: 31.4948 | Massa: 0   
 | Istante:  282 | Velocità: 0.312695    0.280681    0.907436     | Energia Cinetica: 32.0551 | Massa: 0   
 | Istante:  283 | Velocità: 0.68088     0.656589    0.324489     | Energia Cinetica: 22.297 | Massa: 0   
 | Istante:  284 | Velocità: 0.766733    0.0935255   0.635117     | Energia Cinetica: 38.1622 | Massa: 0   
 | Istante:  285 | Velocità: 0.332465    0.419041    0.844909     | Energia Cinetica: 45.2218 | Massa: 0   
 | Istante:  286 | Velocità: 0.837198    0.431436    0.336098     | Energia Cinetica: 42.4096 | Massa: 0   
 | Istante:  287 | Velocità: 0.444587    0.706038    0.551228     | Energia Cinetica: 39.0947 | Massa: 0   
 | Istante:  288 | Velocità: 0.750417    0.0344419   0.660066     | Energia Cinetica: 27.4058 | Massa: 0   
 | Istante:  289 | Velocità: 0.683839    0.0407665   0.728493     | Energia Cinetica: 33.0122 | Massa: 0   
 | Istante:  290 | Velocità: 0.644444    0.54089     0.540491     | Energia Cinetica: 32.9908 | Massa: 0   
 | Istante:  291 | Velocità: 0.214563    0.867889    0.44803      | Energia Cinetica: 42.3302 | Massa: 0   
 | Istante:  292 | Velocità: 0.716507    0.447109    0.535454     | Energia Cinetica: 33.0207 | Massa: 0   
 | Istante:  293 | Velocità: 0.593568    0.502144    0.628911     | Energia Cinetica: 37.1947 | Massa: 0   
 | Istante:  294 | Velocità: 0.11        0.763915    0.635872     | Energia Cinetica: 27.1961 | Massa: 0   
 | Istante:  295 | Velocità: 0.699422    0.0264332   0.71422      | Energia Cinetica: 31.7776 | Massa: 0   
 | Istante:  296 | Velocità: 0.364851    0.0964691   0.926055     | Energia Cinetica: 31.8723 | Massa: 0   
 | Istante:  297 | Velocità: 0.633625    0.266113    0.726432     | Energia Cinetica: 37.4437 | Massa: 0   
 | Istante:  298 | Velocità: 0.533129    0.533639    0.656508     | Energia Cinetica: 32.3801 | Massa: 0   
 | Istante:  299 | Velocità: 0.574278    0.421233    0.701974     | Energia Cinetica: 37.0519 | Massa: 0   
 | Istante:  300 | Velocità: 0.142563    0.0411088   0.988932     | Energia Cinetica: 35.7041 | Massa: 0   
 | Istante:  301 | Velocità: 0.504269    0.684185    0.526881     | Energia Cinetica: 29.2921 | Massa: 0   
 | Istante:  302 | Velocità: 0.431678    0.874381    0.221611     | Energia Cinetica: 35.3883 | Massa: 0   
 | Istante:  303 | Velocità: 0.640853    0.704927    0.303948     | Energia Cinetica: 35.7913 | Massa: 0   
 | Istante:  304 | Velocità: 0.164344    0.68104     0.713565     | Energia Cinetica: 35.6858 | Massa: 0   
 | Istante:  305 | Velocità: 0.980654    0.0461303   0.190235     | Energia Cinetica: 24.4144 | Massa: 0   
 | Istante:  306 | Velocità: 0.106574    0.993906    0.0281685    | Energia Cinetica: 33.938 | Massa: 0   
 | Istante:  307 | Velocità: 0.295687    0.750834    0.590608     | Energia Cinetica: 39.6726 | Massa: 0   
 | Istante:  308 | Velocità: 0.779623    0.492252    0.387139     | Energia Cinetica: 38.8595 | Massa: 0   
 | Istante:  309 | Velocità: 0.681322    0.343132    0.646577     | Energia Cinetica: 28.1271 | Massa: 0   
 | Istante:  310 | Velocità: 0.600096    0.71099     0.366578     | Energia Cinetica: 32.4154 | Massa: 0   
 | Istante:  311 | Velocità: 0.617521    0.717496    0.322284     | Energia Cinetica: 30.6296 | Massa: 0   
 | Istante:  312 | Velocità: 0.775718    0.447035    0.445445     | Energia Cinetica: 39.4073 | Massa: 0   
 | Istante:  313 | Velocità: 0.824413    0.56541     0.0256013    | Energia Cinetica: 34.587 | Massa: 0   
 | Istante:  314 | Velocità: 0.263424    0.272441    0.92541      | Energia Cinetica: 35.2361 | Massa: 0   
 | Istante:  315 | Velocità: 0.221118    0.530848    0.818112     | Energia Cinetica: 31.8047 | Massa: 0   
 | Istante:  316 | Velocità: 0.451759    0.41661     0.788892     | Energia Cinetica: 40.6178 | Massa: 0   
 | Istante:  317 | Velocità: 0.703135    0.499327    0.506236     | Energia Cinetica: 37.781 | Massa: 0   
 | Istante:  318 | Velocità: 0.597496    0.775309    0.204681     | Energia Cinetica: 33.2136 | Massa: 0   
 | Istante:  319 | Velocità: 0.723651    0.499959    0.475784     | Energia Cinetica: 33.799 | Massa: 0   
 | Istante:  320 | Velocità: 0.474768    0.279097    0.834686     | Energia Cinetica: 39.1566 | Massa: 0   
 | Istante:  321 | Velocità: 0.679007    0.688464    0.254884     | Energia Cinetica: 33.1009 | Massa: 0   
 | Istante:  322 | Velocità: 0.0540776   0.892447    0.4479       | Energia Cinetica: 32.254 | Massa: 0   
 | Istante:  323 | Velocità: 0.287839    0.0117127   0.957607     | Energia Cinetica: 38.0366 | Massa: 0   
 | Istante:  324 | Velocità: 0.116959    0.462849    0.878687     | Energia Cinetica: 42.9363 | Massa: 0   
 | Istante:  325 | Velocità: 0.858253    0.511515    0.04187      | Energia Cinetica: 36.8968 | Massa: 0   
 | Istante:  326 | Velocità: 0.0131708   0.463973    0.885751     | Energia Cinetica: 27.0459 | Massa: 0   
 | Istante:  327 | Velocità: 0.706637    0.0624617   0.704814     | Energia Cinetica: 41.0623 | Massa: 0   
 | Istante:  328 | Velocità: 0.567112    0.256156    0.782795     | Energia Cinetica: 33.648 | Massa: 0   
 | Istante:  329 | Velocità: 0.720516    0.335895    0.606656     | Energia Cinetica: 35.5173 | Massa: 0   
 | Istante:  330 | Velocità: 0.0500751   0.66536     0.744842     | Energia Cinetica: 33.6035 | Massa: 0   
 | Istante:  331 | Velocità: 0.993432    0.109551    0.0330528    | Energia Cinetica: 37.0415 | Massa: 0   
 | Istante:  332 | Velocità: 0.919996    0.204995    0.334043     | Energia Cinetica: 34.546 | Massa: 0   
 | Istante:  333 | Velocità: 0.419498    0.8092      0.411359     | Energia Cinetica: 36.1862 | Massa: 0   
 | Istante:  334 | Velocità: 0.878706    0.163605    0.448453     | Energia Cinetica: 30.4012 | Massa: 0   
 | Istante:  335 | Velocità: 0.142295    0.189867    0.971444     | Energia Cinetica: 40.5374 | Massa: 0   
 | Istante:  336 | Velocità: 0.87907     0.450679    0.155318     | Energia Cinetica: 48.7485 | Massa: 0   
 | Istante:  337 | Velocità: 0.218985    0.469612    0.855284     | Energia Cinetica: 29.6867 | Massa: 0   
 | Istante:  338 | Velocità: 0.487664    0.258404    0.833913     | Energia Cinetica: 32.371 | Massa: 0   
 | Istante:  339 | Velocità: 0.489435    0.0791767   0.868438     | Energia Cinetica: 33.2025 | Massa: 0   
 | Istante:  340 | Velocità: 0.478147    0.847659    0.229891     | Energia Cinetica: 39.3188 | Massa: 0   
 | Istante:  341 | Velocità: 0.701349    0.189977    0.687036     | Energia Cinetica: 37.1047 | Massa: 0   


========== Richiesta 3 ==========
 | Istante:    5 | Posizione (x, y, z): 4.45183     52.2751     0.600015    
 | Istante:   10 | Posizione (x, y, z): 7.36487     203.341     7.66923     
 | Istante:   15 | Posizione (x, y, z): 4.72481     463.695     7.63653     


========== Richiesta 4 ==========
 | Istante:    0 | Velocità: 0.343605    0.0721738   0.936337     | Energia Cinetica: 34.5261 | Massa: 69.0522
 | Istante:    1 | Velocità: 0.360459    0.0910129   0.928324     | Energia Cinetica: 32.1782 | Massa: 64.3565
 | Istante:    2 | Velocità: 0.651691    0.250672    0.715865     | Energia Cinetica: 39.0552 | Massa: 78.1105
 | Istante:    3 | Velocità: 0.598193    0.527837    0.602954     | Energia Cinetica: 38.0536 | Massa: 76.1072
 | Istante:    4 | Velocità: 0.270684    0.864902    0.422699     | Energia Cinetica: 27.9237 | Massa: 55.8473
 | Istante:    5 | Velocità: 0.890365    0.455019    0.0144007    | Energia Cinetica: 28.3405 | Massa: 56.681
 | Istante:    6 | Velocità: 0.77111     0.0717733   0.632644     | Energia Cinetica: 36.2611 | Massa: 72.5223
 | Istante:    7 | Velocità: 0.533587    0.524092    0.663786     | Energia Cinetica: 33.6109 | Massa: 67.2218
 | Istante:    8 | Velocità: 0.993877    0.102709    0.0407416    | Energia Cinetica: 19.6629 | Massa: 39.3258
 | Istante:    9 | Velocità: 0.73401     0.0925777   0.6728       | Energia Cinetica: 42.497 | Massa: 84.9939
 | Istante:   10 | Velocità: 0.736487    0.334128    0.588172     | Energia Cinetica: 28.5612 | Massa: 57.1225
 | Istante:   11 | Velocità: 0.617262    0.531931    0.579687     | Energia Cinetica: 33.7313 | Massa: 67.4626
 | Istante:   12 | Velocità: 0.421361    0.785307    0.453594     | Energia Cinetica: 37.2587 | Massa: 74.5174
 | Istante:   13 | Velocità: 0.628031    0.776612    0.0495138    | Energia Cinetica: 34.512 | Massa: 69.024
 | Istante:   14 | Velocità: 0.349819    0.905681    0.239516     | Energia Cinetica: 35.8298 | Massa: 71.6595
 | Istante:   15 | Velocità: 0.314987    0.91302     0.259185     | Energia Cinetica: 41.0277 | Massa: 82.0555
 | Istante:   16 | Velocità: 0.213374    0.515836    0.829689     | Energia Cinetica: 34.261 | Massa: 68.5219
 | Istante:   17 | Velocità: 0.759049    0.555066    0.340215     | Energia Cinetica: 36.2106 | Massa: 72.4212
 | Istante:   18 | Velocità: 0.463202    0.762505    0.451697     | Energia Cinetica: 32.9064 | Massa: 65.8127
 | Istante:   19 | Velocità: 0.30788     0.282324    0.908572     | Energia Cinetica: 32.795 | Massa: 65.5899
 | Istante:   20 | Velocità: 0.578177    0.802633    0.146602     | Energia Cinetica: 37.2432 | Massa: 74.4865
 | Istante:   21 | Velocità: 0.721979    0.619543    0.30808      | Energia Cinetica: 39.5147 | Massa: 79.0294
 | Istante:   22 | Velocità: 0.686666    0.681127    0.254078     | Energia Cinetica: 41.2795 | Massa: 82.559
 | Istante:   23 | Velocità: 0.586942    0.0150119   0.80949      | Energia Cinetica: 39.9199 | Massa: 79.8399
 | Istante:   24 | Velocità: 0.590039    0.0464529   0.806037     | Energia Cinetica: 30.5887 | Massa: 61.1774
 | Istante:   25 | Velocità: 0.285229    0.510984    0.810888     | Energia Cinetica: 36.2028 | Massa: 72.4055
 | Istante:   26 | Velocità: 0.123929    0.946986    0.29641      | Energia Cinetica: 42.5138 | Massa: 85.0275
 | Istante:   27 | Velocità: 0.855104    0.0365472   0.517166     | Energia Cinetica: 38.5739 | Massa: 77.1479
 | Istante:   28 | Velocità: 0.876371    0.470886    0.101191     | Energia Cinetica: 36.9745 | Massa: 73.949
 | Istante:   29 | Velocità: 0.88464     0.194694    0.423682     | Energia Cinetica: 32.0663 | Massa: 64.1326
 | Istante:   30 | Velocità: 0.249881    0.801097    0.543877     | Energia Cinetica: 32.8971 | Massa: 65.7941
 | Istante:   31 | Velocità: 0.854947    0.461697    0.236436     | Energia Cinetica: 31.3   | Massa: 62.5999
 | Istante:   32 | Velocità: 0.310765    0.577302    0.755081     | Energia Cinetica: 37.7182 | Massa: 75.4364
 | Istante:   33 | Velocità: 0.375191    0.0559576   0.925257     | Energia Cinetica: 36.38  | Massa: 72.76
 | Istante:   34 | Velocità: 0.709962    0.293246    0.640282     | Energia Cinetica: 30.7572 | Massa: 61.5144
 | Istante:   35 | Velocità: 0.363405    0.717375    0.594399     | Energia Cinetica: 33.2811 | Massa: 66.5621
 | Istante:   36 | Velocità: 0.4074      0.605298    0.683842     | Energia Cinetica: 40.484 | Massa: 80.9679
 | Istante:   37 | Velocità: 0.650775    0.452632    0.609604     | Energia Cinetica: 28.1781 | Massa: 56.3563
 | Istante:   38 | Velocità: 0.744328    0.486223    0.457781     | Energia Cinetica: 42.6666 | Massa: 85.3333
 | Istante:   39 | Velocità: 0.539791    0.321373    0.778039     | Energia Cinetica: 42.0681 | Massa: 84.1363
 | Istante:   40 | Velocità: 0.596282    0.721219    0.352548     | Energia Cinetica: 34.7198 | Massa: 69.4397
 | Istante:   41 | Velocità: 0.051708    0.878363    0.47519      | Energia Cinetica: 36.008 | Massa: 72.0159
 | Istante:   42 | Velocità: 0.645096    0.346581    0.68098      | Energia Cinetica: 37.0531 | Massa: 74.1061
 | Istante:   43 | Velocità: 0.0503219   0.648553    0.759505     | Energia Cinetica: 41.3355 | Massa: 82.671
 | Istante:   44 | Velocità: 0.526047    0.803575    0.278463     | Energia Cinetica: 35.346 | Massa: 70.6921
 | Istante:   45 | Velocità: 0.375601    0.375898    0.847127     | Energia Cinetica: 38.1132 | Massa: 76.2265
 | Istante:   46 | Velocità: 0.404225    0.265825    0.87518      | Energia Cinetica: 38.7506 | Massa: 77.5012
 | Istante:   47 | Velocità: 0.383717    0.784826    0.48663      | Energia Cinetica: 27.9434 | Massa: 55.8868
 | Istante:   48 | Velocità: 0.333744    0.425976    0.840928     | Energia Cinetica: 31.1092 | Massa: 62.2183
 | Istante:   49 | Velocità: 0.548419    0.736702    0.395609     | Energia Cinetica: 33.1992 | Massa: 66.3983
 | Istante:   50 | Velocità: 0.746348    0.664478    0.0378598    | Energia Cinetica: 33.8673 | Massa: 67.7346
 | Istante:   51 | Velocità: 0.535773    0.709386    0.457951     | Energia Cinetica: 43.6057 | Massa: 87.2114
 | Istante:   52 | Velocità: 0.671408    0.684825    0.28324      | Energia Cinetica: 35.2511 | Massa: 70.5022
